kick, snar, hcls, hopn, ltom, mtom, htom, cras, ride, bpm, tsig, bar_pos, tau_d, tau_g
0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 0.75
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15625, 0.0, 0.0, 50.0, 1.0, 0.8333333134651184
0.0, 0.0, 0.0, 0.0, 79.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0520833320915699, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 0.9166666865348816
116.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 66.0, 57.0, 0.5208333134651184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9895833134651184, 1.09375, 50.0, 1.0, 1.0
0.0, 0.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.0833333730697632
0.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.1666666269302368
0.0, 127.0, 65.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625, 0.8333333134651184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.25
0.0, 0.0, 62.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8854166865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.3333333730697632
0.0, 0.0, 63.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5729166865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.4166666269302368
108.0, 0.0, 67.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46875, 0.0, 0.5208333134651184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.5
0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6770833134651184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.5833333730697632
0.0, 0.0, 69.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.6666666269302368
0.0, 127.0, 62.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7291666865348816, 1.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.75
0.0, 0.0, 54.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0416666269302368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.8333333730697632
0.0, 0.0, 53.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 1.9166666269302368
83.0, 0.0, 57.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2083333283662796, 0.0, 0.8333333134651184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 1.0, 2.0
