# seq no., kick, snar, hclos, hopen, ltom, mtom, htom, cras, ride, duration, tempo, timesig, pos_in_bar, guitar, d_g_diff, y
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400.000000, 150.00, 1.000, 0.000000, 0.005263, 0.000400, -0.000000
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400.000000, 150.00, 1.000, 0.250000, 0.005263, 0.000400, 0.187225
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 400.000000, 150.00, 1.000, 0.500000, 0.005263, 0.000400, 0.188970
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 200.000000, 150.00, 1.000, 0.750000, 0.005263, 0.000400, 0.199059
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200.000000, 150.00, 1.000, 0.875000, 0.005263, 0.000400, -0.116791
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.000000, 0.005263, 0.000400, -0.117339
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.187500, 0.005263, 0.000400, 0.185422
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200.000000, 150.00, 1.000, 0.375000, 0.005263, 0.000400, 0.173790
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.500000, 0.005263, 0.000400, -0.060555
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.687500, 0.005263, 0.000400, 0.214423
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200.000000, 150.00, 1.000, 0.875000, 0.005263, 0.000400, 0.200174
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.000000, 0.005263, 0.000400, -0.044912
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.187500, 0.005263, 0.000400, 0.226500
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200.000000, 150.00, 1.000, 0.375000, 0.005263, 0.000400, 0.211894
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.500000, 0.005263, 0.000400, -0.041892
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.687500, 0.005263, 0.000400, 0.234958
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300.000000, 150.00, 1.000, 0.875000, 0.005263, 0.000400, 0.221055
