# seq no., kick, snar, hclos, hopen, ltom, mtom, htom, cras, ride, duration, tempo, timesig, pos_in_bar, guitar, d_g_diff, y
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.0291763, -0.00290249, -0.00677249
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 1, 0.00812698, 0.0015743
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.0294171, 0.00812698, -0.00381763
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.0346794, 0.00812698, 0.000522326
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 1, -0.00638549, -0.0138416
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.0387369, 0.00812698, 0.000694815
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.0402464, 0.00812698, -0.0102796
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 1, 0.00870748, -0.00569216
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.0372167, 0.00522449, -0.00861282
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.0364401, 0.0272834, 0.00945482
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 1, 0.0272834, 0.0125503
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.0746342, -0.00696599, -0.0243473
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0, 0.0579605, 0.0272834, 0.0059273
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.1875, 1, 0.0272834, 0.0054514
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.375, 0.0679444, 0.002322, -0.0177457
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.5, 0.0296296, 0.002322, -0.0140589
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1, 0.6875, 1, 0.015093, -0.00549618
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1, 0.875, 0.0661155, 0.015093, -0.00730503
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0, 0.0300259, 0.010062, 0.00306972
3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.125, 1, 0.010062, 0.00207716
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1.5, 0.25, 0.0637114, -0.00619199, -0.0180237
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.333333, 0.0355015, 0.010062, 0.00243384
3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 300, 150, 1.5, 0.458333, 1, 0.010062, 0.00165531
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200, 150, 1.5, 0.583333, 0.0686924, 0.010062, -0.00160888
